hhid,hhea,c,totcost_pc,totcost_smth_pc,totcost_3k_pc,totcost_6k_pc,benefit,showup,close,urban,distt,ave_waiting,hhsize,wagerate,reg_const,reg_logcon,FE,reg_const2,reg_pmt2,FE2,reg_nofe_const,reg_nofe_logcon,moneycost,moneycost_smth,moneycost_3k,moneycost_6k,pmt,getbenefit,logc,unob_c,distt_q,pmt_q,c_q,unob_c_q,col2,col3,col4,col5,col6
523020,523,81024.41,1744.62,927.1158,2237.431,2863.335,9722.222,0,0.0,0,3.0,175.9551,12,953.2283,8.711562,-0.7913247,-0.1123411,40.21196,-3.331221,-0.5616105,8.021887,-0.7278951,1346.75,454.2715,1839.562,2465.465,12.10476,0.0,11.302505746280058,-1.2926282593210185,4,1,1,1,0.7465397422896912,0.987284656753096,0.9996247228295344,0.9305158008217524,0.19930151043331623
457035,457,83626.99,144.0462,237.6311,711.703,623.9057,8333.333,1,1.0,1,0.5,125.7222,6,355.8595,8.711562,-0.7913247,-0.5047958,40.21196,-3.331221,-0.6510682,8.021887,-0.7278951,0.0,96.39297,513.9061,303.7382,12.13806,0.0,11.334121593858901,-1.2858613323327077,3,1,1,1,0.6637753383708445,0.963203373976157,0.9985764011085394,0.8692091550135822,0.18332580906963633
490017,490,101212.5,3078.551,3903.695,4222.521,5111.481,29166.67,1,0.0,1,4.0,175.3095,4,963.9286,8.711562,-0.7913247,-0.5047958,40.21196,-3.331221,-0.6510682,8.021887,-0.7278951,1616.1,2486.225,2670.718,3524.356,12.289,0.0,11.52497754599437,-1.2076388959310282,4,1,1,1,0.7806953276779343,0.9999347560174844,0.9999360757367614,0.9997468110987356,0.6766451354207511
307043,307,111966.7,1918.276,1918.276,3239.816,4224.863,10000.0,1,1.0,0,0.0,171.7391,5,2073.457,8.711562,-0.7913247,0.2582232,40.21196,-3.331221,-0.1449791,8.021887,-0.7278951,0.0,0.0,873.9733,2067.368,12.18308,0.0,11.62595678463988,-1.0276206882480015,1,1,1,1,0.7406399999818558,0.9474315270476911,0.992311781841195,0.8533630160775627,0.20364313569845827
409012,409,117688.4,1187.242,2474.791,2665.677,4543.388,29166.67,1,0.0,0,3.0,175.9551,4,747.2279,8.711562,-0.7913247,-0.2791554,40.21196,-3.331221,-0.6989908,8.021887,-0.7278951,0.0,1362.814,1478.434,3356.146,12.31031,0.0,11.675795732741483,-1.0727225259341928,4,1,1,1,0.7616507981293067,0.9999299185573207,0.9999360757367614,0.9994133110515903,0.6900205521111846
108039,108,119973.8,1110.926,1237.784,2211.616,3298.812,23333.33,1,0.0,0,0.2,175.9551,5,1052.402,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,170.0078,884.6207,2088.663,12.30023,0.0,11.695028664592657,-1.0459677586610212,2,1,1,1,0.8692102115722986,0.999844739299466,0.9999360757367614,0.9970493958941188,0.5376979251541855
3012,3,130934.5,776.5078,776.5078,2063.523,3484.305,20833.33,1,1.0,0,0.0,171.7391,4,671.4591,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,0.0,1132.394,2664.066,12.54511,0.0,11.782452477141605,-1.1412767891814362,1,1,1,1,0.7083962833334733,0.9993281089858977,0.9999360757367614,0.9905610000243177,0.4706288828961485
111094,111,143231.0,759.2086,759.2086,1473.007,2124.859,23333.33,1,1.0,0,0.0,171.7391,5,1326.213,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,0.0,553.9683,1305.586,12.21089,0.0,11.872213990527099,-0.8021156890161194,1,1,1,1,0.9099016649877633,0.9994342000825015,0.9999360757367614,0.9921341562083408,0.5404548001599687
492073,492,144936.5,1759.653,1134.127,2294.406,2727.103,13888.89,0,0.0,1,2.0,175.3095,6,828.2086,8.711562,-0.7913247,-0.5047958,40.21196,-3.331221,-0.6510682,8.021887,-0.7278951,1333.333,660.6739,1823.651,2231.062,12.30519,0.0,11.884050994448428,-0.8606466494097251,4,1,1,1,0.6454337567479156,0.970469359738582,0.9961459191777615,0.9039079539911712,0.2837884749181085
236014,236,145121.0,972.8984,972.8984,1921.556,2803.735,19444.44,0,1.0,0,0.0,171.7391,6,1261.922,8.711562,-0.7913247,0.2582232,40.21196,-3.331221,-0.1449791,8.021887,-0.7278951,0.0,0.0,754.9296,1776.044,12.2945,0.0,11.885323156174174,-0.8513974618247353,1,1,1,1,0.8201370304021361,0.9972964988077196,0.9998954011128136,0.9773498605420099,0.4307106499088815
430038,430,146317.5,1735.473,1735.473,3594.975,5393.438,16666.67,1,1.0,0,0.0,171.7391,3,1125.519,8.711562,-0.7913247,-0.2791554,40.21196,-3.331221,-0.6989908,8.021887,-0.7278951,0.0,0.0,1474.368,3481.105,12.4063,0.0,11.893534197079527,-0.9266131272863998,1,1,1,1,0.62718006680474,0.9905870086484924,0.9993559844758625,0.9508356319602193,0.35131560463904243
249049,249,151119.0,1941.793,1941.793,3452.022,4697.573,37500.0,0,1.0,0,0.0,171.7391,4,1679.1,8.711562,-0.7913247,0.2582232,40.21196,-3.331221,-0.1449791,8.021887,-0.7278951,0.0,0.0,1145.703,2690.684,12.6629,0.0,11.92582288489569,-1.0858029086453396,1,2,1,1,0.6722460008601557,0.9999271235206741,0.9999360757367614,0.999458618328677,0.846449460861431
185005,185,152018.6,1292.214,1593.0,1691.929,1995.52,15277.78,0,0.0,1,4.0,175.3095,12,1559.166,8.711562,-0.7913247,0.1845431,40.21196,-3.331221,0.6020159,8.021887,-0.7278951,538.7,828.7416,890.2393,1174.785,12.57915,0.0,11.931758160763062,-1.0173722243858592,4,1,1,1,0.7272637931650574,0.979305384867538,0.9976337355534179,0.920222446794054,0.31972360616397133
322043,322,153031.5,762.4021,1106.369,1498.509,2103.216,22916.67,1,0.0,1,0.4,175.3095,8,1102.93,8.711562,-0.7913247,0.4344385,40.21196,-3.331221,0.9527218,8.021887,-0.7278951,0.0,388.6355,647.8966,1195.303,12.4663,0.0,11.93839906153665,-0.9265210927221297,2,1,1,1,0.9187535281687209,0.9988664506594043,0.9999360757367614,0.9874626991305159,0.5288511008978397
52019,52,153928.6,1223.868,1223.868,1960.078,2442.518,30555.55,1,1.0,0,0.0,171.7391,6,2565.476,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,0.0,450.6597,1066.027,12.22311,1.0,11.944244137519558,-0.7392042750451715,1,1,1,1,0.9259402657838282,0.999847772223605,0.9999360757367614,0.9976565747619478,0.7219550409855852
119008,119,156447.6,946.1946,1102.422,1669.014,2305.934,16666.67,1,0.0,0,0.5,175.9551,5,1448.589,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,171.9489,567.1449,1331.939,12.45322,0.0,11.96047640861503,-0.8946832687271069,3,1,1,1,0.7134468783974224,0.9863309416529824,0.998903258998308,0.9383183702858287,0.35700416870439644
119006,119,159551.6,825.9872,826.5228,1412.918,1956.35,30555.55,0,0.0,0,0.5,175.9551,6,1276.413,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,166.6667,143.2907,639.2874,1276.616,12.50801,0.0,11.980122659860433,-0.9159220733121956,3,1,1,1,0.7733747870599336,0.9998104621375264,0.9999360757367614,0.9970944358382241,0.7244297690262521
498028,498,159710.7,2462.629,2462.629,3841.493,4697.732,16666.67,1,1.0,0,0.0,171.7391,5,2661.845,8.711562,-0.7913247,-0.2791554,40.21196,-3.331221,-0.6989908,8.021887,-0.7278951,0.0,0.0,916.5629,2152.547,12.3602,0.0,11.981119332584836,-0.8046275341467481,1,1,1,1,0.6392141939542068,0.9823829954098892,0.9976337355534179,0.9304606686605731,0.3461152465234488
123079,123,161352.4,905.5724,905.5724,1657.649,2297.734,10000.0,0,1.0,0,0.0,171.7391,5,1581.886,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,0.0,540.7916,1279.233,12.19677,0.0,11.99134607186592,-0.672447068375849,1,1,1,1,0.6829775905583869,0.7936680919077613,0.8872981760001843,0.698508578519841,0.2088615925839073
572020,572,161831.0,1685.798,2385.649,2280.656,2732.003,10000.0,0,0.0,1,4.0,175.3095,5,1586.578,8.711562,-0.7913247,0.5789615,40.21196,-3.331221,0.3615767,8.021887,-0.7278951,600.0,1230.728,1122.056,1544.623,12.50175,0.0,11.994307859815821,-0.8970655747713181,4,1,1,1,0.5630493159021475,0.7836050336727222,0.8872981760001843,0.687100318118058,0.2047264490490243
593025,593,162076.5,1785.077,1785.077,2693.035,3190.261,14583.33,0,1.0,0,0.0,171.7391,8,3087.171,8.711562,-0.7913247,-0.1123411,40.21196,-3.331221,-0.5616105,8.021887,-0.7278951,0.0,0.0,572.8517,1345.342,12.2571,0.0,11.995823724974919,-0.7129884957241117,1,1,1,1,0.686246255689239,0.9600923542851103,0.992311781841195,0.8847001087347313,0.29995139593441694
557021,557,169437.3,1287.069,1784.83,2047.891,2658.694,16666.67,1,0.0,1,2.0,175.3095,7,1098.204,8.711562,-0.7913247,0.5789615,40.21196,-3.331221,0.3615767,8.021887,-0.7278951,461.7429,915.1843,1140.945,1705.302,12.21806,1.0,12.04023822586408,-0.6394418068513339,4,1,1,1,0.8870506640677368,0.9766297902135251,0.9969720703795361,0.9162202535132125,0.3544220224480802
119025,119,169903.1,797.8368,905.5558,1348.65,1788.693,16666.67,1,0.0,0,0.3,175.9551,7,1802.002,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,91.14308,395.6916,932.5615,12.55003,0.0,12.042983553520642,-0.884417084853613,2,1,1,1,0.647130791907915,0.9773967216293051,0.9969720703795361,0.9180609535431611,0.3580784065728915
223010,223,170096.1,2839.867,2997.783,4053.782,4599.054,26190.47,1,0.0,0,0.2,175.9551,7,3968.909,8.711562,-0.7913247,0.2582232,40.21196,-3.331221,-0.1449791,8.021887,-0.7278951,0.0,121.4341,631.8719,1491.902,12.19658,1.0,12.044118850431515,-0.6195325091822586,2,1,1,1,0.9018401736103651,0.9987817576298633,0.9999157759052301,0.9884632399733224,0.6024356603118248
321031,321,170735.0,1136.71,1324.92,2195.883,2758.773,16666.67,1,1.0,1,0.8,125.7222,7,1897.056,8.711562,-0.7913247,0.4344385,40.21196,-3.331221,0.9527218,8.021887,-0.7278951,0.0,265.1252,611.5765,220.1453,13.1626,0.0,12.047867925843597,-1.3366409193217432,3,3,1,1,0.5243404107011497,0.9761136722269176,0.9969720703795361,0.9155611895683348,0.3556269629728067
146028,146,172864.3,1568.224,1612.508,2420.615,3000.7,16666.67,0,0.0,0,0.2,175.9551,5,2400.893,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,105.1963,547.3799,1292.409,12.5653,0.0,12.060262172619126,-0.8785331509628627,2,1,1,1,0.6338879075034036,0.9734442860669068,0.9961459191777615,0.9111586223455398,0.3525172498454231
272021,272,172887.6,1447.787,1595.679,2253.132,2822.263,30000.0,1,0.0,0,0.5,175.9551,5,2216.508,8.711562,-0.7913247,0.2582232,40.21196,-3.331221,-0.1449791,8.021887,-0.7278951,0.0,171.9489,567.1449,1331.939,12.16176,1.0,12.060396951343613,-0.5772712426556748,3,1,1,1,0.9296706694390419,0.9995692835051333,0.9999360757367614,0.9944658151095097,0.7078698203484249
429038,429,173833.3,663.4219,663.4219,1187.356,1633.631,16666.67,0,1.0,0,0.0,171.7391,7,1622.444,8.711562,-0.7913247,-0.2791554,40.21196,-3.331221,-0.6989908,8.021887,-0.7278951,0.0,0.0,414.5154,970.209,12.39394,0.0,12.065852073000283,-0.7450720484077156,1,1,1,1,0.616054589724805,0.9743471503763862,0.9961459191777615,0.9121631206020272,0.359053023543518
425042,425,174023.8,2822.298,3659.954,3541.98,4426.371,25000.0,0,0.0,0,5.0,175.9551,6,4350.595,8.711562,-0.7913247,-0.2791554,40.21196,-3.331221,-0.6989908,8.021887,-0.7278951,333.3333,839.8655,1053.016,1937.407,12.49793,0.0,12.06694735045211,-0.8215755472985187,4,1,1,1,0.630613787699974,0.9978769170489952,0.9998303106491839,0.9828583108861806,0.5702389672513262
495033,495,174158.3,660.8385,754.3317,1238.59,1767.367,8333.334,1,0.0,0,0.2,175.9551,10,1319.381,8.711562,-0.7913247,-0.2791554,40.21196,-3.331221,-0.6989908,8.021887,-0.7278951,0.0,85.00388,442.3104,1044.331,12.14002,0.0,12.067719934721607,-0.5537255705798358,2,1,1,1,0.4946570295562765,0.5779623786491584,0.6267417039764112,0.548166347730542,0.18089938084319246
512005,512,175370.3,2091.374,2234.952,3415.997,4399.608,30000.0,1,0.0,0,0.1,175.9551,5,2087.741,8.711562,-0.7913247,-0.1123411,40.21196,-3.331221,-0.5616105,8.021887,-0.7278951,0.0,133.5531,873.9733,2067.368,12.40058,0.0,12.074655017330747,-0.7412239639187277,2,1,1,1,0.7295346068689416,0.9994794341165564,0.9999360757367614,0.9937917485213633,0.7036474250683977
450063,450,178914.3,879.0571,791.9556,1753.116,2086.856,16666.67,1,1.0,1,0.5,125.7222,5,1419.955,8.711562,-0.7913247,-0.5047958,40.21196,-3.331221,-0.6510682,8.021887,-0.7278951,0.0,115.6716,616.6873,364.4859,12.43171,0.0,12.094662199225766,-0.7444464185997841,3,1,1,1,0.5996214037023391,0.969157696805545,0.995121105573789,0.902996389152494,0.35749010928193514
232092,232,179037.7,1253.731,1228.289,1863.609,2638.194,19444.44,1,0.0,0,3.0,175.9551,6,1085.077,8.711562,-0.7913247,0.2582232,40.21196,-3.331221,-0.1449791,8.021887,-0.7278951,0.0,562.1824,609.8775,1384.463,11.90041,1.0,12.095351677171907,-0.3472935319524275,4,1,1,1,0.9509532135918964,0.9873099914378275,0.9985764011085394,0.9445113698425014,0.4285409315167168
67028,67,179882.3,773.3297,841.4637,1431.575,2017.699,20370.37,1,0.0,0,0.0,175.9551,9,1420.123,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,53.80612,479.6255,1136.708,12.5112,0.0,12.100058027104879,-0.7983671281903852,1,1,1,1,0.7082650410840268,0.9906747091497641,0.9991582906198369,0.9539249817791643,0.4577925798013873
493018,493,182154.8,653.1862,653.1862,1553.889,2624.432,13888.89,1,1.0,0,0.0,171.7391,6,847.2314,8.711562,-0.7913247,-0.2791554,40.21196,-3.331221,-0.6989908,8.021887,-0.7278951,0.0,0.0,852.5305,1971.246,12.27733,0.0,12.112612153997272,-0.6112959725139646,1,1,1,1,0.6154676804492814,0.9153037290813206,0.973773441051639,0.821748580898195,0.2912250358436108
123153,123,182809.5,670.8451,670.8451,1505.712,2358.259,12500.0,1,1.0,0,0.0,171.7391,4,937.4848,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,0.0,708.9311,1664.924,12.33939,0.0,12.116199906017252,-0.6540182508798278,1,1,1,1,0.662545932812565,0.8642517872598254,0.9469858773576916,0.7652921470364356,0.26015879517246215
457024,457,183083.3,565.6774,835.6686,1277.105,1371.813,23333.33,1,1.0,1,1.0,125.7222,5,1089.782,8.711562,-0.7913247,-0.5047958,40.21196,-3.331221,-0.6510682,8.021887,-0.7278951,0.0,302.8595,471.8725,74.85629,12.70934,0.0,12.117696519512275,-0.9285834443658203,3,2,1,1,0.558496613037959,0.9958575388093828,0.9997132700791759,0.9726892996513485,0.5419706622327038
328008,328,183435.2,2536.481,1293.552,2809.648,3011.32,15000.0,0,0.0,1,5.0,175.3095,10,1567.823,8.711562,-0.7913247,0.4344385,40.21196,-3.331221,0.9527218,8.021887,-0.7278951,2000.0,709.8156,2244.446,2439.148,12.41714,0.0,12.119616750595453,-0.7086195317044481,4,1,1,1,0.8316279521815986,0.9295065040490991,0.9783153092139778,0.849965923973431,0.3043309823632645
519037,519,183632.2,1491.778,1538.725,3150.196,4167.408,36666.66,0,1.0,1,0.2,125.7222,5,2040.357,8.711562,-0.7913247,0.5789615,40.21196,-3.331221,0.3615767,8.021887,-0.7278951,0.0,-5.490886,1137.049,869.8878,12.16346,0.0,12.120690123054647,-0.5182466344582721,2,1,1,1,0.9775558101188419,0.9998223561969168,0.9999360757367614,0.9976026636070643,0.8359223027837444
562004,562,184075.0,3263.618,4275.271,3893.011,4316.512,36666.66,0,0.0,1,5.0,175.3095,5,3834.896,8.711562,-0.7913247,0.5789615,40.21196,-3.331221,0.3615767,8.021887,-0.7278951,0.0,1419.631,488.8928,878.2969,12.45406,0.0,12.123098562236917,-0.732687934723721,4,1,1,1,0.8819337737378545,0.9997888039748861,0.9999360757367614,0.9972159293179669,0.8280840225850552
587023,587,184254.2,1431.169,1546.827,3176.7,3804.957,29166.67,0,1.0,1,0.5,125.7222,4,1364.846,8.711562,-0.7913247,0.5789615,40.21196,-3.331221,0.3615767,8.021887,-0.7278951,0.0,233.671,1245.785,736.307,12.42753,0.0,12.12407160490711,-0.711917839102572,3,1,1,1,0.8756810305238382,0.9990752768899703,0.9999360757367614,0.9905880228897388,0.6883706700821925
587026,587,184767.2,1151.137,1273.315,2126.64,2870.398,20370.37,0,1.0,1,0.6,125.7222,9,2639.531,8.711562,-0.7913247,0.5789615,40.21196,-3.331221,0.3615767,8.021887,-0.7278951,0.0,138.4775,527.6785,275.2397,12.3954,0.0,12.126851933259164,-0.685161660342894,3,1,1,1,0.8389892632883711,0.9884072777139853,0.998903258998308,0.9478492764757167,0.4548368415041277
364018,364,184954.0,470.6819,568.0004,1149.588,1356.937,11666.67,1,1.0,1,0.5,125.7222,10,1233.027,8.711562,-0.7913247,0.4344385,40.21196,-3.331221,0.9527218,8.021887,-0.7278951,0.0,93.4684,498.3142,294.5228,11.99709,1.0,12.127862424493612,-0.38692673786473897,3,1,1,1,0.8532319474382759,0.817085103598189,0.9152644745614951,0.7206503118771351,0.2438067374675905
220028,220,187536.9,1507.742,1913.227,2641.914,3766.763,23333.33,0,0.0,0,1.0,175.9551,5,1358.963,8.711562,-0.7913247,0.2582232,40.21196,-3.331221,-0.1449791,8.021887,-0.7278951,0.0,452.7346,969.7999,2259.021,12.38049,0.0,12.141730905030023,-0.6591566403436602,3,1,1,1,0.7826849318516277,0.994560849159619,0.9995082341574911,0.9682065721847176,0.5345846858379495
14030,14,189354.8,1388.089,1503.967,2074.749,2505.145,18333.33,1,0.0,0,0.5,175.9551,10,2629.927,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,138.9433,458.2814,1076.274,12.34754,1.0,12.15137778288981,-0.6249220167343825,3,1,1,1,0.776113680430154,0.9739242717329691,0.9961459191777615,0.9139916696512351,0.39743793356933
166039,166,191830.0,2394.611,2064.088,3257.194,4614.003,23333.33,1,1.0,1,2.5,125.7222,5,2459.359,8.711562,-0.7913247,0.1845431,40.21196,-3.331221,0.6020159,8.021887,-0.7278951,1200.0,779.9686,1237.428,1200.0,12.21933,1.0,12.164364842130384,-0.5162628821510946,4,1,1,1,0.9486371629124719,0.992698350749928,0.9991582906198369,0.964128277939496,0.5272641905889897
100045,100,192372.4,1373.745,1508.993,2220.422,2816.469,36666.66,1,0.0,0,0.1,175.9551,5,2290.147,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,82.63915,540.7916,1279.233,12.30884,0.0,12.167188355780192,-0.5802329685631094,2,1,1,1,0.9016769439002648,0.9997486700627317,0.9999360757367614,0.9967303877157863,0.8364333566411798
269074,269,193514.3,972.7477,1354.101,1917.267,2490.431,23333.33,0,1.0,1,1.0,125.7222,5,2150.159,8.711562,-0.7913247,1.261605,40.21196,-3.331221,0.4126862,8.021887,-0.7278951,0.0,302.8595,471.8725,74.85629,12.43113,0.0,12.173106690530155,-0.6655691232730963,3,1,1,1,0.8496286787744239,0.9934446881760881,0.9995082341574911,0.9641413069793375,0.5387813089320194
145018,145,195535.7,1228.606,1579.039,2362.861,3420.028,16666.67,0,0.0,0,0.5,175.9551,5,1253.434,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,277.8866,916.5629,2152.547,12.35338,0.0,12.18349825043227,-0.5971594379681591,3,1,1,1,0.7401821416312331,0.9484755176031775,0.9881576519984989,0.868927652222538,0.3549635878579469
538021,538,196711.3,909.3635,1163.825,1614.626,2321.252,14583.33,1,0.0,0,1.0,175.9551,8,1311.409,8.711562,-0.7913247,-0.1123411,40.21196,-3.331221,-0.5616105,8.021887,-0.7278951,0.0,282.9591,606.1249,1411.888,12.08965,0.0,12.189492450617271,-0.3943662639891219,3,1,1,1,0.7505418397060867,0.9024552888431283,0.9684609698196018,0.8077099706071742,0.3057754554445883
554008,554,197381.0,3381.643,3381.643,4993.169,7003.973,12500.0,1,1.0,0,0.0,171.7391,4,2924.162,8.711562,-0.7913247,-0.1123411,40.21196,-3.331221,-0.5616105,8.021887,-0.7278951,0.0,0.0,1611.527,3622.33,12.55165,0.0,12.192891150082604,-0.7357183546987596,1,1,1,1,0.4436772342329057,0.7965719434454657,0.8710711540853322,0.70867445237987,0.2440819275750219
272013,272,197650.8,2011.482,1836.049,3165.717,4341.186,27777.78,1,0.0,0,1.0,175.9551,3,1235.318,8.711562,-0.7913247,0.2582232,40.21196,-3.331221,-0.1449791,8.021887,-0.7278951,666.6667,466.9004,1666.811,2996.371,12.25829,0.0,12.194257116275455,-0.515443098883118,3,1,1,1,0.8748785472686644,0.9973615557502521,0.999780139958342,0.9818578741363639,0.6498200229486181
409019,409,197734.5,4654.414,5722.159,6132.849,8010.56,12500.0,1,0.0,0,3.0,175.9551,4,2929.4,8.711562,-0.7913247,-0.2791554,40.21196,-3.331221,-0.6989908,8.021887,-0.7278951,0.0,1362.814,1478.434,3356.146,12.14805,1.0,12.194680500762692,-0.4327571016060787,4,1,1,1,0.6111402768302829,0.784301425962394,0.8710711540853322,0.6931764305709818,0.2367901059099617
559027,559,199064.5,956.752,860.3529,1834.5,2414.677,19444.44,1,1.0,1,0.2,125.7222,6,2211.828,8.711562,-0.7913247,0.5789615,40.21196,-3.331221,0.3615767,8.021887,-0.7278951,0.0,-2.831346,586.3135,448.553,12.83783,0.0,12.20138417179391,-0.9407768072997325,2,2,1,1,0.5747057181760153,0.9755129722983258,0.9961459191777615,0.918535839183262,0.4308354871326595
581016,581,199145.8,755.6528,842.746,1464.714,2134.787,14583.33,1,0.0,0,0.1,175.9551,8,1206.944,8.711562,-0.7913247,-0.1123411,40.21196,-3.331221,-0.5616105,8.021887,-0.7278951,0.0,83.47071,546.2333,1292.105,12.24563,1.0,12.20179249875647,-0.4984606492947101,2,1,1,1,0.6551616399760899,0.8978914584057418,0.962287593675354,0.8033874919049835,0.30680479447085274
321035,321,200901.4,2093.811,1851.685,3459.564,4657.069,21428.57,1,1.0,1,0.5,125.7222,7,3125.132,8.711562,-0.7913247,0.4344385,40.21196,-3.331221,0.9527218,8.021887,-0.7278951,461.7429,133.5263,1173.62,882.4897,13.21385,0.0,12.21056951941986,-1.2121827846122954,3,3,1,1,0.5321397163469732,0.983696221082626,0.9976337355534179,0.9390840290098814,0.47671457273176093
151048,151,201705.8,687.317,687.317,1230.832,1680.511,16666.67,1,1.0,0,0.0,171.7391,7,1680.882,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,0.0,390.9857,923.1496,12.42527,0.0,12.21456547910646,-0.6197375216439234,1,1,1,1,0.6920668528511761,0.9415242263464015,0.9854284680764568,0.8599336149395074,0.35887967214685895
117043,117,201757.1,2222.111,2222.111,3614.541,4566.587,23333.33,1,1.0,0,0.0,171.7391,5,2401.871,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,0.0,873.9733,2067.368,12.3342,0.0,12.214819777582361,-0.5515255295289858,1,1,1,1,0.828416036138838,0.990097039620023,0.9985764011085394,0.9555770444533216,0.528973342955912
383004,383,202366.7,2140.676,2131.069,3171.317,4006.803,16666.67,1,0.0,1,2.0,175.3095,5,766.5404,8.711562,-0.7913247,0.4344385,40.21196,-3.331221,0.9527218,8.021887,-0.7278951,1292.88,1281.258,2243.763,3033.863,13.37412,0.0,12.217836677167911,-1.324511317646369,4,3,1,1,0.4675996282007353,0.933442965877664,0.9783153092139778,0.85184834032971,0.3480894479961601
524044,524,204972.5,434.59,434.59,866.4616,1308.229,14583.33,1,1.0,0,0.0,171.7391,8,1214.652,8.711562,-0.7913247,-0.1123411,40.21196,-3.331221,-0.5616105,8.021887,-0.7278951,0.0,0.0,375.0541,873.6392,12.26491,0.0,12.230631102780656,-0.48400904794276123,1,1,1,1,0.6379288498215072,0.8863349902110118,0.9551604917788734,0.7913000114571688,0.30896155150541676
213035,213,205363.1,515.6268,515.6268,1083.111,1680.479,13888.89,1,1.0,0,0.0,171.7391,6,1080.858,8.711562,-0.7913247,0.2582232,40.21196,-3.331221,-0.1449791,8.021887,-0.7278951,0.0,0.0,500.0721,1164.852,12.41021,0.0,12.232534910873238,-0.5905301095740398,1,1,1,1,0.6065064970044238,0.8599533174778033,0.9376708171407683,0.7640532059180412,0.29212092153781555
589026,589,206605.3,902.7695,1520.157,1634.622,2564.125,16666.67,0,0.0,0,3.0,175.9551,5,1147.807,8.711562,-0.7913247,-0.1123411,40.21196,-3.331221,-0.5616105,8.021887,-0.7278951,0.0,674.6188,731.853,1661.355,12.27027,0.0,12.238565488775224,-0.4800743680852886,4,1,1,1,0.677918503562118,0.933095656833837,0.9821730810367539,0.846446599486047,0.35731844273334745
425004,425,208245.5,1311.983,1347.394,2154.537,3223.969,12500.0,0,0.0,0,2.0,175.9551,4,841.3961,8.711562,-0.7913247,-0.2791554,40.21196,-3.331221,-0.6989908,8.021887,-0.7278951,625.0,606.2961,1457.462,2536.986,12.72589,0.0,12.246472951152162,-0.8121568516380471,4,2,1,1,0.39735213032419175,0.7763188369447571,0.853290747186747,0.6909328442417394,0.2561579940564106
485035,485,208835.7,1244.339,1518.993,2362.892,3574.044,27777.78,0,0.0,0,1.0,175.9551,3,949.2532,8.711562,-0.7913247,-0.2791554,40.21196,-3.331221,-0.6989908,8.021887,-0.7278951,0.0,466.9004,1000.144,2329.704,12.39977,0.0,12.249303097387212,-0.5659714506587079,3,1,1,1,0.6908917363243222,0.9962804372901469,0.9997132700791759,0.9765112454969364,0.6554961873763782
147001,147,208861.1,996.3784,996.3784,1650.18,2127.998,19444.44,1,1.0,0,0.0,171.7391,6,2088.611,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,0.0,478.111,1120.93,12.24175,0.0,12.249424716705489,-0.4479331216792861,1,1,1,1,0.8359181970359335,0.9672399509441088,0.9938581318786895,0.9032355255206069,0.4305291295973039
328044,328,209861.2,4494.058,4561.752,4817.136,5040.726,23333.33,0,0.0,1,10.0,175.3095,5,3179.715,8.711562,-0.7913247,0.4344385,40.21196,-3.331221,0.9527218,8.021887,-0.7278951,2000.0,2063.576,2323.078,2546.668,12.74842,0.0,12.254201638793333,-0.8212403616216424,4,2,1,1,0.7401856387236474,0.9834006629308356,0.9961459191777615,0.9420890230204202,0.5105021281371673
123048,123,210250.0,1432.863,1432.863,2631.039,3718.645,27777.78,0,1.0,0,0.0,171.7391,3,1501.786,8.711562,-0.7913247,0.0,40.21196,-3.331221,0.0,8.021887,-0.7278951,0.0,0.0,978.1831,2285.782,12.51686,0.0,12.256052577835195,-0.646596147746628,1,1,1,1,0.7466211895049114,0.9960026986833471,0.9996247228295344,0.9757914652024081,0.6541508968751446
