Column1,Column2,Column3,Column4,Column5
-78462.80278712623,60183.30039686335,0.4490286408708921,8.13596863109503,-0.726384440409422
-83932.04884221751,65024.22501744886,0.499622036646689,7.924118643757888,-0.7074948042863466
-84393.40568691771,61275.16476638147,0.44495239701118755,8.14761384901247,-0.7245976669923784
-71367.5906574087,60414.064375698305,0.5981703543753423,8.747186825505645,-0.7733236414484982
-83157.27004476562,-65009.458540738364,0.45019627416114877,9.013294706359826,-0.7917908325592583
-77777.82684031414,65281.655354010596,0.625268511011182,8.466887146602833,-0.7462054044093617
-61560.06982349243,-42535.1567477481,0.5797143841920843,8.089521030754614,-0.7218840916123661
-85471.69242197118,66705.40413547475,0.5976368347006665,7.709536676316621,-0.6876828568400444
-78833.7503320881,47916.6962093114,0.42774166777647854,6.784815385256448,-0.6201725318101586
-75149.90524630364,-46007.95569057224,0.48164676169724363,8.824068656053493,-0.7766406123391619
-69321.82461505911,-1.7350230953782615,0.586937723622711,6.780561963762898,-0.6128066382890098
-81433.78279137592,-46744.61073471017,0.4970376539368072,6.969975384261151,-0.6320578080541605
-81579.53951119685,69736.90471385175,0.5024468916104603,7.938569776814591,-0.7115509404158268
-72177.64952733435,-0.003124040187459846,0.4829393464197924,3.414523217126767,-0.35890756725661227
-80486.13683591498,0.004016476055596844,0.40916223732537527,2.452751302744876,-0.2854950854116531
-78246.07724072748,43210.57954870463,0.460856764324693,7.514831314500959,-0.6742309853102153
-83805.88337093644,-57582.873396446324,0.5082750078724789,6.992438569805923,-0.6330361579336844
-78679.22796908994,55040.05200868815,0.49543551089830773,8.46919627564715,-0.7512906981379205
-77683.6647293644,65397.333847297625,0.4877716863293926,8.187634910892976,-0.7287986538874205
-81107.94428193051,-0.012137034522532198,0.5625872438853114,1.6451014649083162,-0.2203795521656198
-79007.25666769707,-43448.51740817793,0.45908343348561964,6.8965259475212655,-0.6268666292292265
-84369.99759321197,54692.602776491774,0.5150298741354548,7.601653450691359,-0.6788792333376149
-74781.02920895044,56472.80526013123,0.5535296648097615,8.345291610447594,-0.7404551828608659
-78656.06834188433,71298.79618178277,0.45453688024472866,8.06340413069338,-0.7223858994583877
-77241.4843902887,70246.30363877336,0.5192110307200003,7.985028285859156,-0.7138085957098527
-72559.37681666345,-52544.28977727973,0.530039044531966,7.694431617985074,-0.6901572015079532
-67824.43035256663,-0.20137829521376666,0.5894603798828272,5.870321570091146,-0.5444890538278909
-78812.74015801893,-53421.2211371694,0.4812743539076042,7.7665800420511175,-0.694206839882334
-84589.28293128697,-70346.44229721608,0.5319627841706703,8.833508132646564,-0.7773504917640284
-85339.24672993225,68550.09350640482,0.3143426153541302,8.065557066243255,-0.7238117012999489
-54820.471593251714,-0.7329850695993758,0.5662128293425558,6.922454137780858,-0.6294952740716179
-81348.45923225045,-41143.06038557951,0.546926225506193,7.18648365889857,-0.6458075039956601
-92341.24202825179,-54546.01681147054,0.42220867912584714,7.239279280935444,-0.6520046935234383
-83580.41777577293,64163.3325346553,0.528382973818104,8.49568387440998,-0.7494498589485641
-72292.57308648758,-48587.04601641526,0.574574269642019,7.129624144940739,-0.6443775184468388
-78922.93080408493,-61352.91006957111,0.5140911748299498,8.014270986651592,-0.7158903775543136
-74786.16885034561,0.19662114171597747,0.445517417740654,1.513749105337876,-0.21551246017726952
-67289.65362613434,40320.63547257157,0.5478417143927329,6.916664718240762,-0.6292101790574179
-85309.98546185889,75730.04683390107,0.4729865457345339,8.614467665876813,-0.7627032680319461
-88469.1967075225,-0.02943987457789788,0.44729330437751313,2.3026370945724675,-0.269316084284823
-78975.33769145331,44503.86232994629,0.5051071758407341,6.836908639767379,-0.6224163813277276
-86025.19649969133,52329.6824444712,0.4770181896475699,6.956556176352142,-0.6294468672004087
-77127.38936408507,-54990.23079635152,0.4691649013545283,7.869963041809069,-0.7044683282934314
-73486.45264267633,-47799.42183791095,0.5489992556238585,7.977874967474635,-0.709095269722923
-85718.4326040353,0.257052051603051,0.481176161021693,1.8376727356790825,-0.23533786053875938
-77972.43442559543,-61509.776317406904,0.5454602035723647,8.722922147057329,-0.7667919064484197
-84512.10374359664,-63142.64308183801,0.5218984808862408,8.877332984741697,-0.7779859121325563
-96858.92522811005,-79207.89510230266,0.4729144714635049,8.953116237840941,-0.7856990309553484
-82537.13317547059,-55062.53420816907,0.5438947325644199,6.863852244911283,-0.6229266386320927
-70939.40892678253,-42483.8960021716,0.5519835369446139,7.879900224042856,-0.7027542984499369
-74220.2208496222,-54233.01491349369,0.5757098194039039,7.635009787744801,-0.6839823511808344
-91392.55940434287,-0.36132987689299134,0.5280008862369621,5.572013041977505,-0.514571000336452
-80559.89739597664,-58336.984138767366,0.45832797243741724,8.181687202447456,-0.7294878301629171
-90196.43583720428,68864.71308018114,0.5464046151263351,8.868646585895595,-0.7771676019946621
-76122.3881796361,-48807.137357756765,0.5242487391676086,8.177903816403463,-0.7245778696402662
-88457.21422337356,69466.36470099208,0.4977493682898215,8.069139703932663,-0.7173911298078387
-67222.53659038048,-0.003860273723535167,0.19623585909681301,-0.08835440781713975,-0.10087500839424501
-77485.77104545511,-53491.80282665329,0.4678894884048623,7.102971282280521,-0.6446455727066311
-79075.00998005616,-62275.74663108769,0.5639707728383707,8.867266201210821,-0.7794324501270883
-66058.93009249913,0.607715916217496,0.5991080888569629,6.334242672046479,-0.5776051659511604
-77494.34301314969,-47860.322333739554,0.5437622838614512,7.102533790992585,-0.6413304689514435
-73191.937955282,-0.006564951437130965,0.39408560211994664,1.0729596275211688,-0.18384485221505745
-74291.89044559751,-50111.951430563524,0.550924075744399,7.86476904718692,-0.7021767700322235
-74616.39752210928,53166.14113416584,0.4886954175624572,7.33370871309283,-0.6621514973254405
-93803.28937462592,83296.31298786508,0.4910050614100149,8.587092796480151,-0.7583279993864203
-80453.14135228038,-64812.14886860314,0.532662449858079,7.924025915997018,-0.7086549722417499
-88117.96809349771,0.8559166767006214,0.6091282692196387,5.485019121582948,-0.5080154320660101
-74133.5254125252,48587.575069461105,0.4180563684740817,7.734447712388397,-0.694614231878716
-62143.019296773884,43369.32904126991,0.5513144013388646,8.003015725390295,-0.7164759479337093
-75752.2131208816,0.02695964040332746,0.3524977257867158,1.12454558944123,-0.18818012419387983
-77153.64638499974,50281.76175897557,0.5416380040681255,7.308278571170402,-0.6596270831668938
-83637.20490980402,-66400.80793672199,0.5317632568321805,7.636385716968075,-0.6852602610826283
-74870.33916022976,67297.70770121587,0.557783783291679,8.687244943264934,-0.768419085827015
-101000.58100323619,0.001716791096404123,0.4733944913631371,3.7358643975037276,-0.37478061914355343
-85943.85269042806,-0.05828712573116355,0.26409609904278125,1.1812248619366819,-0.18785408986642393
-79610.39391194811,73289.64835520799,0.4103172572647649,8.883135509474668,-0.7868115379121984
-81709.2243292543,-66515.46495882154,0.37133411879237777,7.690481791544463,-0.691914212855829
-90957.47464232722,-0.00418710758112366,0.4103200367724421,3.448393030762362,-0.35696962538175464
-81800.31287702003,65883.17208095914,0.5257993536088917,9.217005270913074,-0.8076138012064311
-79610.98510686606,49129.07756216816,0.44157430016128274,7.662225909914504,-0.6879428310133039
-79961.77141471366,63923.39707203114,0.5238813463652343,7.932816432446578,-0.7098786085064009
-80385.20838686355,51863.88863348891,0.5232469099139317,7.312151184283147,-0.6558742956807548
-70074.9948624151,47292.42174267123,0.4498891572762011,7.873185106536586,-0.709056818254489
-84837.59636976114,66564.40660715509,0.5905840151004754,8.5979336782535,-0.7544591488616282
-84702.84102745137,64107.36531983018,0.4823631248665855,8.91959373606196,-0.7828741706785366
-75854.46202337262,58328.73158109349,0.43705610279073825,8.164986269722258,-0.7290731469030586
-88132.56387751648,66104.04869524034,0.4873435554718302,7.156130917481054,-0.6457460750544624
-77197.0516559935,-53108.507043214355,0.4714885612070151,7.974325220240441,-0.713359507792243
-70710.41297975501,-0.16052774480842458,0.5651912295305801,5.760261141058551,-0.5345194824227804
-78564.70514025797,67878.83469481328,0.4661057364758266,8.144703211910423,-0.7286192086615825
-70963.6280385415,35590.683820707585,0.5680816599209905,7.486426411315515,-0.6695767122061327
-73074.26265860276,0.024469907444278488,0.3288217651406608,2.025175591900353,-0.2557919270936625
-84685.52520944737,74370.93882821027,0.49679642933902496,8.782218161322225,-0.7756647838524644
-88912.90647496155,-71835.07298956327,0.488864509505431,8.457056569397828,-0.748998791341009
-93440.9705179811,77845.19747555406,0.34351989267900035,8.806797069561247,-0.7786023185806328
-82598.98709322537,53393.06536318999,0.540701030402937,7.404929927394722,-0.6641342286800624
-79082.8319397701,-73288.61254337232,0.45919007148171076,8.210431587973408,-0.735974713687037
-77111.20096042952,53899.94766426063,0.6720876759393071,8.039876655504601,-0.7087493372243521
-75326.33906454129,-67910.8594485414,0.4176885382236959,8.971187715097484,-0.7927630733382269
-83822.13268845569,53219.992543425156,0.4636272451960006,7.7969655695399895,-0.6946908956191581
